time,data
2023/07/03 16:50:39.250025032,0.0
2023/07/03 16:50:39.283811911,0.9999999999999964
2023/07/03 16:50:39.349786762,1.0
2023/07/03 16:50:39.383822850,0.9999999999999964
2023/07/03 16:50:39.449769448,1.0
2023/07/03 16:50:39.483812929,0.9999999999999964
2023/07/03 16:50:39.550052060,1.0000000000000002
2023/07/03 16:50:39.583909029,0.9999999999999964
2023/07/03 16:50:39.650181471,0.9999999999999998
2023/07/03 16:50:39.683901103,0.9999999999999964
2023/07/03 16:50:39.750132598,0.9999999999999998
2023/07/03 16:50:39.783880183,0.9999999999999964
2023/07/03 16:50:39.850149527,0.9999999999999998
2023/07/03 16:50:39.883933662,0.9999999999999964
2023/07/03 16:50:39.950150237,0.9999999999999998
2023/07/03 16:50:39.983920244,0.9999999999999964
2023/07/03 16:50:40.50151981,0.9999999999999998
2023/07/03 16:50:40.83895759,0.9999999999999964
2023/07/03 16:50:40.150148573,0.9999999999999998
2023/07/03 16:50:40.183943799,0.9999999999999964
2023/07/03 16:50:40.250154454,0.9999999999999998
2023/07/03 16:50:40.283911809,0.9999999999999964
2023/07/03 16:50:40.350150207,0.9999999999999998
2023/07/03 16:50:40.383900979,0.9999999999999964
2023/07/03 16:50:40.450148924,1.0000000000000009
2023/07/03 16:50:40.483921637,0.9999999999999964
2023/07/03 16:50:40.550142422,1.0000000000000009
2023/07/03 16:50:40.583986419,0.9999999999999964
2023/07/03 16:50:40.650148304,1.0000000000000009
2023/07/03 16:50:40.683908272,0.9999999999999964
2023/07/03 16:50:40.750149644,1.0000000000000009
2023/07/03 16:50:40.783913912,0.9999999999999964
2023/07/03 16:50:40.850151418,1.0000000000000009
2023/07/03 16:50:40.883991398,0.9999999999999964
2023/07/03 16:50:40.950180062,1.0000000000000009
2023/07/03 16:50:40.983948406,0.9999999999999964
2023/07/03 16:50:41.50177600,1.0000000000000009
2023/07/03 16:50:41.83974307,0.9999999999999964
2023/07/03 16:50:41.150177909,1.0000000000000009
2023/07/03 16:50:41.183950192,0.9999999999999964
2023/07/03 16:50:41.250203679,0.9999999999999987
2023/07/03 16:50:41.283950363,0.9999999999999964
2023/07/03 16:50:41.350180066,1.0000000000000009
2023/07/03 16:50:41.383949313,0.9999999999999964
2023/07/03 16:50:41.450174336,1.0000000000000009
2023/07/03 16:50:41.483917434,0.9999999999999964
2023/07/03 16:50:41.550151162,1.0000000000000009
2023/07/03 16:50:41.583945328,0.9999999999999964
2023/07/03 16:50:41.650149002,1.0000000000000009
2023/07/03 16:50:41.683945880,0.9999999999999964
2023/07/03 16:50:41.750179079,1.0000000000000009
2023/07/03 16:50:41.783948225,0.9999999999999964
2023/07/03 16:50:41.850150056,1.0000000000000009
2023/07/03 16:50:41.883975248,0.9999999999999964
2023/07/03 16:50:41.950149697,1.0000000000000009
2023/07/03 16:50:41.983947596,0.9999999999999964
2023/07/03 16:50:42.50150952,1.0000000000000009
2023/07/03 16:50:42.83942700,0.9999999999999964
2023/07/03 16:50:42.150148899,1.0000000000000009
2023/07/03 16:50:42.183952903,0.9999999999999964
2023/07/03 16:50:42.250187444,1.0000000000000009
2023/07/03 16:50:42.283944079,0.9999999999999964
2023/07/03 16:50:42.350177930,1.0000000000000009
2023/07/03 16:50:42.383945173,0.9999999999999964
2023/07/03 16:50:42.450151393,1.0000000000000009
2023/07/03 16:50:42.483913487,0.9999999999999964
2023/07/03 16:50:42.550149654,1.0000000000000009
2023/07/03 16:50:42.583917357,0.9999999999999964
2023/07/03 16:50:42.650159497,1.0000000000000009
2023/07/03 16:50:42.683945594,0.9999999999999964
2023/07/03 16:50:42.750176239,1.0000000000000009
2023/07/03 16:50:42.784011450,0.9999999999999964
2023/07/03 16:50:42.850191761,1.0000000000000009
2023/07/03 16:50:42.883940369,0.9999999999999964
2023/07/03 16:50:42.950152841,1.0000000000000009
2023/07/03 16:50:42.983952776,1.0000000000000142
2023/07/03 16:50:43.50177461,1.0000000000000009
2023/07/03 16:50:43.83946949,1.0000000000000142
2023/07/03 16:50:43.150160522,1.0000000000000009
2023/07/03 16:50:43.183949526,1.0000000000000142
2023/07/03 16:50:43.250150105,0.9999999999999964
2023/07/03 16:50:43.283945684,1.0000000000000142
2023/07/03 16:50:43.350179116,0.9999999999999964
2023/07/03 16:50:43.383946821,1.0000000000000142
