time,layout,data
2023/07/03 16:50:47.457892273,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:47.557858170,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:47.657816101,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:47.758458528,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:47.858486931,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:47.958488415,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.57780915,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.157783801,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.257913166,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.357784986,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.458314022,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.558137341,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.658474819,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.758826081,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.857823476,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:48.958497624,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.58474401,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.158444096,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.257779228,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.358484316,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.458453251,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.558442234,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.658672209,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.757993254,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.858086172,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:49.957836316,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.57787315,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.158142507,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.258056609,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.357820129,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.457966187,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.557996729,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.657943784,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.757827722,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.858771730,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:50.957916917,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.58168365,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.157799607,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.257819209,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.357818213,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.458063980,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.558449279,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.658177093,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.758210782,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.858636678,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:51.958053247,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.58801168,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.158447500,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.258417722,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.358526242,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.458399982,"{'dim': [], 'data_offset': 0}",[]
