time,data
2023/07/03 16:50:39.250011667,45.0
2023/07/03 16:50:39.283789258,180.0
2023/07/03 16:50:39.349653070,180.0
2023/07/03 16:50:39.383800789,180.0
2023/07/03 16:50:39.449730485,180.0
2023/07/03 16:50:39.483790277,180.0
2023/07/03 16:50:39.549916525,180.0
2023/07/03 16:50:39.583836152,180.0
2023/07/03 16:50:39.650136556,180.0
2023/07/03 16:50:39.683827986,180.0
2023/07/03 16:50:39.750109535,180.0
2023/07/03 16:50:39.783823406,180.0
2023/07/03 16:50:39.850126484,180.0
2023/07/03 16:50:39.883876414,180.0
2023/07/03 16:50:39.950126943,180.0
2023/07/03 16:50:39.983862866,180.0
2023/07/03 16:50:40.50128827,180.0
2023/07/03 16:50:40.83839874,180.0
2023/07/03 16:50:40.150125620,180.0
2023/07/03 16:50:40.183920706,180.0
2023/07/03 16:50:40.250130539,180.0
2023/07/03 16:50:40.283853570,180.0
2023/07/03 16:50:40.350127284,180.0
2023/07/03 16:50:40.383842219,180.0
2023/07/03 16:50:40.450124939,180.0
2023/07/03 16:50:40.483860742,180.0
2023/07/03 16:50:40.550120030,180.0
2023/07/03 16:50:40.583962695,180.0
2023/07/03 16:50:40.650125481,180.0
2023/07/03 16:50:40.683849281,180.0
2023/07/03 16:50:40.750126651,180.0
2023/07/03 16:50:40.783855602,180.0
2023/07/03 16:50:40.850127323,180.0
2023/07/03 16:50:40.883945001,180.0
2023/07/03 16:50:40.950157690,180.0
2023/07/03 16:50:40.983925053,180.0
2023/07/03 16:50:41.50155609,180.0
2023/07/03 16:50:41.83952156,180.0
2023/07/03 16:50:41.150155807,180.0
2023/07/03 16:50:41.183926728,180.0
2023/07/03 16:50:41.250180576,180.0
2023/07/03 16:50:41.283926568,180.0
2023/07/03 16:50:41.350157774,180.0
2023/07/03 16:50:41.383925799,180.0
2023/07/03 16:50:41.450152094,180.0
2023/07/03 16:50:41.483871598,180.0
2023/07/03 16:50:41.550128640,180.0
2023/07/03 16:50:41.583921373,180.0
2023/07/03 16:50:41.650126480,180.0
2023/07/03 16:50:41.683922526,180.0
2023/07/03 16:50:41.750156787,180.0
2023/07/03 16:50:41.783923459,180.0
2023/07/03 16:50:41.850127153,180.0
2023/07/03 16:50:41.883929802,180.0
2023/07/03 16:50:41.950127074,180.0
2023/07/03 16:50:41.983924483,180.0
2023/07/03 16:50:42.50128369,180.0
2023/07/03 16:50:42.83918705,180.0
2023/07/03 16:50:42.150125715,180.0
2023/07/03 16:50:42.183929108,180.0
2023/07/03 16:50:42.250165222,180.0
2023/07/03 16:50:42.283921166,180.0
2023/07/03 16:50:42.350154416,180.0
2023/07/03 16:50:42.383922080,180.0
2023/07/03 16:50:42.450127919,180.0
2023/07/03 16:50:42.483868522,180.0
2023/07/03 16:50:42.550125689,180.0
2023/07/03 16:50:42.583872683,180.0
2023/07/03 16:50:42.650136073,180.0
2023/07/03 16:50:42.683921488,180.0
2023/07/03 16:50:42.750153396,180.0
2023/07/03 16:50:42.783966556,180.0
2023/07/03 16:50:42.850169579,180.0
2023/07/03 16:50:42.883894173,180.0
2023/07/03 16:50:42.950129136,180.0
2023/07/03 16:50:42.983928821,180.0
